LimesLimits_ID;Site_type;BM_GROUP;IMP_GROUP;DIV_AWG;DUR_GROUP;HOUSE_GROUP;HCLASS
4158;"rural settlement; waterworks";2;7;5;1;0;5
4159;rural settlement;3;6;4;0;0;6
4160;rural settlement;1;5;3;0;0;3
4161;rural settlement?;1;5;2;0;0;3
4162;rural settlement?;1;6;3;0;0;3
4163;rural settlement?;1;5;2;0;0;3
4164;"rural settlement; waterworks";1;1;0;0;1;1
4165;burial(s);1;1;0;0;0;
4166;rural settlement?;2;5;2;0;0;5
4167;road;1;1;0;0;0;
5001;castellum;3;6;1;0;0;
5002;"military settlement; glass kiln";1;1;0;0;0;
5003;"mini-castellum; civil settlement";1;1;0;0;0;
5004;"castellum; civil settlement";1;1;0;0;0;
5005;"castellum; civil settlement; burial(s)";1;1;0;0;0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
0;
